"item_id","subject","domain","question","answer","correct_answer","is_correct","confidence","model"
"908","electrical_engineering","formal_reasoning","Four identical alternators each are rated for 20 MVA, 11 KV having a subtransien","A","A","True","100","google/gemini-2.5-pro"
"909","high_school_microeconomics","social_moral","The demand curve for a perfectly competitive firm's product is","B","B","True","100","google/gemini-2.5-pro"
"910","high_school_biology","natural_science","A researcher is experimenting with nerve transmission using neurons from a giant","D","D","True","100","google/gemini-2.5-pro"
"911","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","100","google/gemini-2.5-pro"
"912","professional_law","applied_professional","A 15 year-old minor who looks older than his years purchased a car from a privat","D","D","True","95","google/gemini-2.5-pro"
"913","miscellaneous","factual_recall","Who was the WNBA's Most Valuable Player of 1999?","D","D","True","100","google/gemini-2.5-pro"
"914","professional_accounting","applied_professional","Which of the following statements is correct as it relates to changes in account","C","C","True","100","google/gemini-2.5-pro"
"915","college_chemistry","natural_science","In fluorescence spectroscopy, the quantum yield (Φ_f) is best defined as the","C","C","True","100","google/gemini-2.5-pro"
"916","elementary_mathematics","formal_reasoning","At West Elementary School, there are 20 more girls than boys. If there are 180 g","B","B","True","100","google/gemini-2.5-pro"
"917","philosophy","humanities"," According to Socrates, the task of the wise and virtuous person is not simply t","B","B","True","100","google/gemini-2.5-pro"
"918","high_school_mathematics","formal_reasoning","Compute $\dbinom{85}{82}$.","C","C","True","100","google/gemini-2.5-pro"
"919","clinical_knowledge","applied_professional","A person is prescribed Ropinirole 1.5 mg divided into three doses. How many micr","D","D","True","100","google/gemini-2.5-pro"
"920","moral_disputes","social_moral"," Sarah Fine's ""internal critique"" of Wellman's argument targets his claim that","B","B","True","100","google/gemini-2.5-pro"
"921","medical_genetics","applied_professional","Mutations that cause achondroplasia exert an effect which can be classified as:","B","B","True","100","google/gemini-2.5-pro"
"922","human_sexuality","humanities","The zona pellucida is...","A","A","True","100","google/gemini-2.5-pro"
"923","high_school_biology","natural_science","Charles Darwin was the first person to propose","D","D","True","100","google/gemini-2.5-pro"
"924","high_school_psychology","humanities","Which of the following most accurately describes the firing of a neuron?","B","B","True","100","google/gemini-2.5-pro"
"925","miscellaneous","factual_recall","In computer terminology what does the acronym 'ISP' stand for?","D","D","True","100","google/gemini-2.5-pro"
"926","human_aging","factual_recall","Continued stress is damaging to health and longevity because it leads to","B","B","True","100","google/gemini-2.5-pro"
"927","professional_law","applied_professional","The defendant and her co-felon decided to rob a bank. They agreed to use unloade","C","C","True","95","google/gemini-2.5-pro"
"928","philosophy","humanities","Baier asserts that when we ask for moral advice, we are asking for others to:","C","C","True","100","google/gemini-2.5-pro"
"929","professional_medicine","applied_professional","A 10-year-old boy is brought for a follow-up examination 2 days after he was see","D","D","True","100","google/gemini-2.5-pro"
"930","international_law","factual_recall","What is an act jure gestionis?","A","A","True","100","google/gemini-2.5-pro"
"931","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","100","google/gemini-2.5-pro"
"932","prehistory","factual_recall","Archaeological evidence for the collapse of civilizations suggests which of the ","C","C","True","95","google/gemini-2.5-pro"
"933","sociology","social_moral","The 'new man' of the 1980s was alleged to be:","A","A","True","100","google/gemini-2.5-pro"
"934","conceptual_physics","natural_science","When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you inst","A","A","True","100","google/gemini-2.5-pro"
"935","miscellaneous","factual_recall","What is the only metal that is a liquid at normal atmospheric pressure and tempe","D","D","True","100","google/gemini-2.5-pro"
"936","high_school_macroeconomics","social_moral","When products improve in quality the CPI will","D","D","True","100","google/gemini-2.5-pro"
"937","high_school_psychology","humanities","Research indicates that a test participant exposed to a list of positive words a","B","B","True","95","google/gemini-2.5-pro"
"938","prehistory","factual_recall","Which of the following is NOT true of the main Indus Valley cities?","C","C","True","100","google/gemini-2.5-pro"
"939","virology","factual_recall","The characteristic of injecting drug users in Asia is/are:","C","D","False","95","google/gemini-2.5-pro"
"940","econometrics","social_moral","Which of the following is a disadvantage of the fixed effects approach to estima","C","C","True","100","google/gemini-2.5-pro"
"941","high_school_geography","factual_recall","Which language family contains Italian, Spanish, Portuguese, and Romanian?","D","D","True","100","google/gemini-2.5-pro"
"942","high_school_us_history","factual_recall","This question refers to the following information.
The 1980s have been born in t","C","C","True","100","google/gemini-2.5-pro"
"943","professional_medicine","applied_professional","A 19-year-old woman who is a regular patient comes to the office for her annual ","D","D","True","100","google/gemini-2.5-pro"
"944","professional_psychology","applied_professional","Research on Helms’s White Racial Identity Development Model suggests that a Whit","D","C","False","95","google/gemini-2.5-pro"
"945","high_school_statistics","formal_reasoning","At a large hospital, the durations of emergency room visits, from check-in to di","C","C","True","100","google/gemini-2.5-pro"
"946","professional_law","applied_professional","In transactions between merchants, what is not true about additional terms propo","B","B","True","100","google/gemini-2.5-pro"
"947","moral_disputes","social_moral"," Of the following social problems that could result from a genetic supermarket, ","A","A","True","95","google/gemini-2.5-pro"
"948","high_school_macroeconomics","social_moral","Which of the following could cause the aggregate demand curve to shift to the le","B","B","True","100","google/gemini-2.5-pro"
"949","high_school_psychology","humanities","Which of the following best exemplifies sensory adaptation?","C","C","True","100","google/gemini-2.5-pro"
"950","high_school_microeconomics","social_moral","Which of the following is most likely to be true in the long run for a monopoly ","D","D","True","100","google/gemini-2.5-pro"
"951","marketing","applied_professional","This includes advertisements that contain 'call-to-response' mechanisms such as ","A","A","True","100","google/gemini-2.5-pro"
"952","professional_law","applied_professional","Two men were told by the defendant that a medical devices company was now using ","C","D","False","95","google/gemini-2.5-pro"
"953","high_school_mathematics","formal_reasoning","How many positive and negative integers is $12$ a multiple of?","B","B","True","100","google/gemini-2.5-pro"
"954","clinical_knowledge","applied_professional","Which of the following is true about an intention tremor?","C","C","True","100","google/gemini-2.5-pro"
"955","computer_security","formal_reasoning","What is a nop sled","B","B","True","100","google/gemini-2.5-pro"
"956","college_chemistry","natural_science","Which of the following is (are) characteristic of mass spectrometry?
I. Analyte ","D","D","True","100","google/gemini-2.5-pro"
"957","sociology","social_moral","Frank (1967) made the claim that 'underdeveloped' societies were:","C","C","True","100","google/gemini-2.5-pro"
"958","philosophy","humanities","Aristotle claims that:","A","A","True","100","google/gemini-2.5-pro"
"959","nutrition","factual_recall","Pregnancy and lactation is known to:
","B","B","True","100","google/gemini-2.5-pro"
"960","high_school_psychology","humanities","Which of the following best explains why babies have poor vision for the first f","B","B","True","100","google/gemini-2.5-pro"
"961","medical_genetics","applied_professional","Pseudocholinesterase deficiency is associated with increased sensitivity to what","D","D","True","100","google/gemini-2.5-pro"
"962","moral_disputes","social_moral"," Mill considers which of the following cases?","D","D","True","100","google/gemini-2.5-pro"
"963","high_school_statistics","formal_reasoning","A farmer wants to know whether a new fertilizer has increased the mean weight of","C","C","True","100","google/gemini-2.5-pro"
"964","high_school_psychology","humanities","A psychologist focusing on whether development occurs in stages is most interest","B","A","False","100","google/gemini-2.5-pro"
"965","electrical_engineering","formal_reasoning","The supply frequency usually employed for high frequency eddy current heating is","D","D","True","100","google/gemini-2.5-pro"
"966","high_school_psychology","humanities","The rooting reflex is characterized by neonates","A","A","True","100","google/gemini-2.5-pro"
"967","professional_law","applied_professional","A mother hated a girl because she always seemed to outperform her daughter and m","C","B","False","95","google/gemini-2.5-pro"
"968","high_school_mathematics","formal_reasoning","Juan rolls a fair regular octahedral die marked with the numbers 1 through 8. Th","A","A","True","100","google/gemini-2.5-pro"
"969","professional_law","applied_professional","A city housing code limits the occupancy of all dwelling units in the city to me","C","C","True","100","google/gemini-2.5-pro"
"1080","global_facts","factual_recall","About how many people are infected by HIV/AIDS as of 2020?","C","C","True","95","google/gemini-2.5-pro"
"1081","miscellaneous","factual_recall","What country does Bordeaux wine come from?","A","A","True","100","google/gemini-2.5-pro"
"1082","miscellaneous","factual_recall","Which of these is not one of superhero Captain Marvel's abilities?","A","A","True","100","google/gemini-2.5-pro"
"1083","professional_medicine","applied_professional","A 52-year-old man comes to the physician with his wife because of a 1-year histo","C","C","True","100","google/gemini-2.5-pro"
"1084","high_school_psychology","humanities","Choosing 20 people at random from a large lecture class of 400 people is an exam","B","B","True","100","google/gemini-2.5-pro"
"1085","astronomy","natural_science","How do we think the ""hot Jupiters"" around other stars were formed?","B","B","True","100","google/gemini-2.5-pro"
"1086","conceptual_physics","natural_science","A capacitor loses half its remaining charge every second. If after five seconds ","D","D","True","100","google/gemini-2.5-pro"
"1087","high_school_microeconomics","social_moral","A typical characteristic of capitalist market economies is","D","D","True","100","google/gemini-2.5-pro"
"1088","business_ethics","applied_professional","______ is the corporate role in governing citizenship rights for the individual","A","D","False","95","google/gemini-2.5-pro"
"1089","high_school_biology","natural_science","In a certain pond, there are long-finned fish and short-finned fish. A horrific ","C","C","True","100","google/gemini-2.5-pro"
"1090","high_school_physics","natural_science","A rubber ball (mass = 0.08 kg) is dropped from a height of 3.2 m, and after boun","C","C","True","95","google/gemini-2.5-pro"
